CUPS;Fecha;Hora;Consumo_kWh;Metodo_obtencion
ES0022000006459512WH;27/07/2016;8;0,121;R;
ES0022000006459512WH;27/07/2016;9;0,105;R;
ES0022000006459512WH;27/07/2016;10;0,055;R;
ES0022000006459512WH;27/07/2016;11;0,033;R;
ES0022000006459512WH;27/07/2016;12;0,062;R;
ES0022000006459512WH;27/07/2016;13;0,105;R;
ES0022000006459512WH;27/07/2016;14;0,1;R;
ES0022000006459512WH;27/07/2016;15;0,151;R;
ES0022000006459512WH;27/07/2016;16;0,084;R;
ES0022000006459512WH;27/07/2016;17;0,031;R;
ES0022000006459512WH;27/07/2016;18;0,077;R;
ES0022000006459512WH;27/07/2016;19;0,101;R;
ES0022000006459512WH;27/07/2016;20;0,098;R;
ES0022000006459512WH;27/07/2016;21;0,223;R;
ES0022000006459512WH;27/07/2016;22;0,297;R;
ES0022000006459512WH;27/07/2016;23;0,235;R;
ES0022000006459512WH;27/07/2016;24;0,131;R;
ES0022000006459512WH;28/07/2016;1;0,126;R;
ES0022000006459512WH;28/07/2016;2;0,101;R;
ES0022000006459512WH;28/07/2016;3;0,092;R;
ES0022000006459512WH;28/07/2016;4;0,064;R;
ES0022000006459512WH;28/07/2016;5;0,025;R;
ES0022000006459512WH;28/07/2016;6;1,095;R;
ES0022000006459512WH;28/07/2016;7;0,353;R;
ES0022000006459512WH;28/07/2016;8;0,153;R;
ES0022000006459512WH;28/07/2016;9;0,073;R;
ES0022000006459512WH;28/07/2016;10;0,031;R;
ES0022000006459512WH;28/07/2016;11;0,092;R;
ES0022000006459512WH;28/07/2016;12;0,101;R;
ES0022000006459512WH;28/07/2016;13;0,098;R;
ES0022000006459512WH;28/07/2016;14;0,037;R;
ES0022000006459512WH;28/07/2016;15;0,045;R;
ES0022000006459512WH;28/07/2016;16;0,109;R;
ES0022000006459512WH;28/07/2016;17;0,099;R;
ES0022000006459512WH;28/07/2016;18;0,098;R;
ES0022000006459512WH;28/07/2016;19;0,087;R;
ES0022000006459512WH;28/07/2016;20;0,105;R;
ES0022000006459512WH;28/07/2016;21;1,287;R;
ES0022000006459512WH;28/07/2016;22;0,669;R;
ES0022000006459512WH;28/07/2016;23;0,389;R;
ES0022000006459512WH;28/07/2016;24;0,131;R;
ES0022000006459512WH;29/07/2016;1;0,131;R;
ES0022000006459512WH;29/07/2016;2;0,182;R;
ES0022000006459512WH;29/07/2016;3;0,129;R;
ES0022000006459512WH;29/07/2016;4;0,098;R;
ES0022000006459512WH;29/07/2016;5;0,095;R;
ES0022000006459512WH;29/07/2016;6;0,386;R;
ES0022000006459512WH;29/07/2016;7;0,039;R;
ES0022000006459512WH;29/07/2016;8;0,086;R;
ES0022000006459512WH;29/07/2016;9;0,114;R;
ES0022000006459512WH;29/07/2016;10;0,102;R;
ES0022000006459512WH;29/07/2016;11;0,1;R;
ES0022000006459512WH;29/07/2016;12;0,074;R;
ES0022000006459512WH;29/07/2016;13;0,031;R;
ES0022000006459512WH;29/07/2016;14;0,081;R;
ES0022000006459512WH;29/07/2016;15;0,101;R;
ES0022000006459512WH;29/07/2016;16;0,106;R;
ES0022000006459512WH;29/07/2016;17;0,114;R;
ES0022000006459512WH;29/07/2016;18;0,124;R;
ES0022000006459512WH;29/07/2016;19;0,18;R;
ES0022000006459512WH;29/07/2016;20;0,164;R;
ES0022000006459512WH;29/07/2016;21;0,41;R;
ES0022000006459512WH;29/07/2016;22;0,182;R;
ES0022000006459512WH;29/07/2016;23;0,365;R;
ES0022000006459512WH;29/07/2016;24;0,243;R;
ES0022000006459512WH;30/07/2016;1;0,212;R;
ES0022000006459512WH;30/07/2016;2;0,157;R;
ES0022000006459512WH;30/07/2016;3;0,112;R;
ES0022000006459512WH;30/07/2016;4;0,103;R;
ES0022000006459512WH;30/07/2016;5;0,101;R;
ES0022000006459512WH;30/07/2016;6;1,102;R;
ES0022000006459512WH;30/07/2016;7;0,168;R;
ES0022000006459512WH;30/07/2016;8;0,046;R;
ES0022000006459512WH;30/07/2016;9;0,165;R;
ES0022000006459512WH;30/07/2016;10;0,129;R;
ES0022000006459512WH;30/07/2016;11;0,115;R;
ES0022000006459512WH;30/07/2016;12;0,123;R;
ES0022000006459512WH;30/07/2016;13;0,11;R;
ES0022000006459512WH;30/07/2016;14;0,372;R;
ES0022000006459512WH;30/07/2016;15;0,18;R;
ES0022000006459512WH;30/07/2016;16;0,365;R;
ES0022000006459512WH;30/07/2016;17;0,132;R;
ES0022000006459512WH;30/07/2016;18;0,349;R;
ES0022000006459512WH;30/07/2016;19;0,195;R;
ES0022000006459512WH;30/07/2016;20;0,137;R;
ES0022000006459512WH;30/07/2016;21;0,109;R;
ES0022000006459512WH;30/07/2016;22;0,122;R;
ES0022000006459512WH;30/07/2016;23;0,156;R;
ES0022000006459512WH;30/07/2016;24;0,131;R;
ES0022000006459512WH;31/07/2016;1;0,136;R;
ES0022000006459512WH;31/07/2016;2;0,134;R;
ES0022000006459512WH;31/07/2016;3;0,161;R;
ES0022000006459512WH;31/07/2016;4;0,117;R;
ES0022000006459512WH;31/07/2016;5;0,091;R;
ES0022000006459512WH;31/07/2016;6;1,139;R;
ES0022000006459512WH;31/07/2016;7;0,444;R;
ES0022000006459512WH;31/07/2016;8;0,056;R;
ES0022000006459512WH;31/07/2016;9;0,03;R;
ES0022000006459512WH;31/07/2016;10;0,125;R;
ES0022000006459512WH;31/07/2016;11;0,119;R;
ES0022000006459512WH;31/07/2016;12;0,189;R;
ES0022000006459512WH;31/07/2016;13;0,185;R;
ES0022000006459512WH;31/07/2016;14;0,184;R;
ES0022000006459512WH;31/07/2016;15;0,872;R;
ES0022000006459512WH;31/07/2016;16;0,251;R;
ES0022000006459512WH;31/07/2016;17;0,222;R;
ES0022000006459512WH;31/07/2016;18;0,208;R;
ES0022000006459512WH;31/07/2016;19;0,21;R;
ES0022000006459512WH;31/07/2016;20;0,214;R;
ES0022000006459512WH;31/07/2016;21;0,155;R;
ES0022000006459512WH;31/07/2016;22;0,368;R;
ES0022000006459512WH;31/07/2016;23;0,343;R;
ES0022000006459512WH;31/07/2016;24;0,243;R;
ES0022000006459512WH;01/08/2016;1;0,23;R;
ES0022000006459512WH;01/08/2016;2;0,133;R;
ES0022000006459512WH;01/08/2016;3;0,096;R;
ES0022000006459512WH;01/08/2016;4;0,08;R;
ES0022000006459512WH;01/08/2016;5;0,028;R;
ES0022000006459512WH;01/08/2016;6;1,025;R;
ES0022000006459512WH;01/08/2016;7;0,319;R;
ES0022000006459512WH;01/08/2016;8;0,121;R;
ES0022000006459512WH;01/08/2016;9;0,127;R;
ES0022000006459512WH;01/08/2016;10;0,095;R;
ES0022000006459512WH;01/08/2016;11;0,095;R;
ES0022000006459512WH;01/08/2016;12;0,087;R;
ES0022000006459512WH;01/08/2016;13;0,031;R;
ES0022000006459512WH;01/08/2016;14;0,031;R;
ES0022000006459512WH;01/08/2016;15;0,088;R;
ES0022000006459512WH;01/08/2016;16;0,1;R;
ES0022000006459512WH;01/08/2016;17;0,144;R;
ES0022000006459512WH;01/08/2016;18;0,143;R;
ES0022000006459512WH;01/08/2016;19;0,127;R;
ES0022000006459512WH;01/08/2016;20;0,147;R;
ES0022000006459512WH;01/08/2016;21;0,176;R;
ES0022000006459512WH;01/08/2016;22;0,231;R;
ES0022000006459512WH;01/08/2016;23;0,556;R;
ES0022000006459512WH;01/08/2016;24;0,214;R;
ES0022000006459512WH;02/08/2016;1;0,169;R;
ES0022000006459512WH;02/08/2016;2;0,124;R;
ES0022000006459512WH;02/08/2016;3;0,098;R;
ES0022000006459512WH;02/08/2016;4;0,095;R;
ES0022000006459512WH;02/08/2016;5;0,071;R;
ES0022000006459512WH;02/08/2016;6;1,115;R;
ES0022000006459512WH;02/08/2016;7;0,418;R;
ES0022000006459512WH;02/08/2016;8;0,13;R;
ES0022000006459512WH;02/08/2016;9;0,107;R;
ES0022000006459512WH;02/08/2016;10;0,096;R;
ES0022000006459512WH;02/08/2016;11;0,095;R;
ES0022000006459512WH;02/08/2016;12;0,095;R;
ES0022000006459512WH;02/08/2016;13;0,094;R;
ES0022000006459512WH;02/08/2016;14;0,094;R;
ES0022000006459512WH;02/08/2016;15;0,094;R;
ES0022000006459512WH;02/08/2016;16;0,093;R;
ES0022000006459512WH;02/08/2016;17;0,085;R;
ES0022000006459512WH;02/08/2016;18;0,031;R;
ES0022000006459512WH;02/08/2016;19;0,031;R;
ES0022000006459512WH;02/08/2016;20;0,08;R;
ES0022000006459512WH;02/08/2016;21;0,216;R;
ES0022000006459512WH;02/08/2016;22;0,149;R;
ES0022000006459512WH;02/08/2016;23;0,829;R;
ES0022000006459512WH;02/08/2016;24;0,19;R;
ES0022000006459512WH;03/08/2016;1;0,172;R;
ES0022000006459512WH;03/08/2016;2;0,123;R;
ES0022000006459512WH;03/08/2016;3;0,095;R;
ES0022000006459512WH;03/08/2016;4;0,092;R;
ES0022000006459512WH;03/08/2016;5;0,09;R;
ES0022000006459512WH;03/08/2016;6;1,113;R;
ES0022000006459512WH;03/08/2016;7;0,765;R;
ES0022000006459512WH;03/08/2016;8;0,042;R;
ES0022000006459512WH;03/08/2016;9;0,115;R;
ES0022000006459512WH;03/08/2016;10;0,099;R;
ES0022000006459512WH;03/08/2016;11;0,097;R;
ES0022000006459512WH;03/08/2016;12;0,095;R;
ES0022000006459512WH;03/08/2016;13;0,094;R;
ES0022000006459512WH;03/08/2016;14;0,095;R;
ES0022000006459512WH;03/08/2016;15;0,095;R;
ES0022000006459512WH;03/08/2016;16;0,094;R;
ES0022000006459512WH;03/08/2016;17;0,096;R;
ES0022000006459512WH;03/08/2016;18;0,096;R;
ES0022000006459512WH;03/08/2016;19;0,096;R;
ES0022000006459512WH;03/08/2016;20;0,096;R;
ES0022000006459512WH;03/08/2016;21;0,099;R;
ES0022000006459512WH;03/08/2016;22;0,163;R;
ES0022000006459512WH;03/08/2016;23;0,175;R;
ES0022000006459512WH;03/08/2016;24;0,138;R;
ES0022000006459512WH;04/08/2016;1;0,154;R;
ES0022000006459512WH;04/08/2016;2;0,093;R;
ES0022000006459512WH;04/08/2016;3;0,088;R;
ES0022000006459512WH;04/08/2016;4;0,043;R;
ES0022000006459512WH;04/08/2016;5;0,024;R;
ES0022000006459512WH;04/08/2016;6;1,045;R;
ES0022000006459512WH;04/08/2016;7;0,292;R;
ES0022000006459512WH;04/08/2016;8;0,118;R;
ES0022000006459512WH;04/08/2016;9;0,099;R;
ES0022000006459512WH;04/08/2016;10;0,097;R;
ES0022000006459512WH;04/08/2016;11;0,096;R;
ES0022000006459512WH;04/08/2016;12;0,095;R;
ES0022000006459512WH;04/08/2016;13;0,095;R;
ES0022000006459512WH;04/08/2016;14;0,094;R;
ES0022000006459512WH;04/08/2016;15;0,095;R;
ES0022000006459512WH;04/08/2016;16;0,094;R;
ES0022000006459512WH;04/08/2016;17;0,094;R;
ES0022000006459512WH;04/08/2016;18;0,094;R;
ES0022000006459512WH;04/08/2016;19;0,094;R;
ES0022000006459512WH;04/08/2016;20;0,093;R;
ES0022000006459512WH;04/08/2016;21;0,209;R;
ES0022000006459512WH;04/08/2016;22;0,461;R;
ES0022000006459512WH;04/08/2016;23;0,205;R;
ES0022000006459512WH;04/08/2016;24;0,133;R;
ES0022000006459512WH;05/08/2016;1;0,123;R;
ES0022000006459512WH;05/08/2016;2;0,119;R;
ES0022000006459512WH;05/08/2016;3;0,099;R;
ES0022000006459512WH;05/08/2016;4;0,095;R;
ES0022000006459512WH;05/08/2016;5;0,093;R;
ES0022000006459512WH;05/08/2016;6;1,098;R;
ES0022000006459512WH;05/08/2016;7;0,391;R;
ES0022000006459512WH;05/08/2016;8;0,107;R;
ES0022000006459512WH;05/08/2016;9;0,101;R;
ES0022000006459512WH;05/08/2016;10;0,094;R;
ES0022000006459512WH;05/08/2016;11;0,095;R;
ES0022000006459512WH;05/08/2016;12;0,094;R;
ES0022000006459512WH;05/08/2016;13;0,096;R;
ES0022000006459512WH;05/08/2016;14;0,096;R;
ES0022000006459512WH;05/08/2016;15;0,096;R;
ES0022000006459512WH;05/08/2016;16;0,089;R;
ES0022000006459512WH;05/08/2016;17;0,04;R;
ES0022000006459512WH;05/08/2016;18;0,111;R;
ES0022000006459512WH;05/08/2016;19;0,107;R;
ES0022000006459512WH;05/08/2016;20;0,183;R;
ES0022000006459512WH;05/08/2016;21;0,127;R;
ES0022000006459512WH;05/08/2016;22;0,1;R;
ES0022000006459512WH;05/08/2016;23;0,415;R;
ES0022000006459512WH;05/08/2016;24;0,244;R;
ES0022000006459512WH;06/08/2016;1;0,197;R;
ES0022000006459512WH;06/08/2016;2;0,18;R;
ES0022000006459512WH;06/08/2016;3;0,113;R;
ES0022000006459512WH;06/08/2016;4;0,094;R;
ES0022000006459512WH;06/08/2016;5;0,092;R;
ES0022000006459512WH;06/08/2016;6;1,124;R;
ES0022000006459512WH;06/08/2016;7;0,345;R;
ES0022000006459512WH;06/08/2016;8;0,089;R;
ES0022000006459512WH;06/08/2016;9;0,085;R;
ES0022000006459512WH;06/08/2016;10;0,048;R;
ES0022000006459512WH;06/08/2016;11;0,053;R;
ES0022000006459512WH;06/08/2016;12;0,094;R;
ES0022000006459512WH;06/08/2016;13;0,249;R;
ES0022000006459512WH;06/08/2016;14;0,128;R;
ES0022000006459512WH;06/08/2016;15;0,132;R;
ES0022000006459512WH;06/08/2016;16;0,945;R;
ES0022000006459512WH;06/08/2016;17;0,464;R;
ES0022000006459512WH;06/08/2016;18;0,145;R;
ES0022000006459512WH;06/08/2016;19;0,105;R;
ES0022000006459512WH;06/08/2016;20;0,109;R;
ES0022000006459512WH;06/08/2016;21;0,116;R;
ES0022000006459512WH;06/08/2016;22;0,411;R;
ES0022000006459512WH;06/08/2016;23;0,214;R;
ES0022000006459512WH;06/08/2016;24;0,155;R;
ES0022000006459512WH;07/08/2016;1;0,269;R;
ES0022000006459512WH;07/08/2016;2;0,212;R;
ES0022000006459512WH;07/08/2016;3;0,142;R;
ES0022000006459512WH;07/08/2016;4;0,1;R;
ES0022000006459512WH;07/08/2016;5;0,09;R;
ES0022000006459512WH;07/08/2016;6;1,085;R;
ES0022000006459512WH;07/08/2016;7;0,276;R;
ES0022000006459512WH;07/08/2016;8;0,025;R;
ES0022000006459512WH;07/08/2016;9;0,025;R;
ES0022000006459512WH;07/08/2016;10;0,131;R;
ES0022000006459512WH;07/08/2016;11;0,382;R;
ES0022000006459512WH;07/08/2016;12;0,199;R;
ES0022000006459512WH;07/08/2016;13;0,359;R;
ES0022000006459512WH;07/08/2016;14;0,562;R;
ES0022000006459512WH;07/08/2016;15;0,246;R;
ES0022000006459512WH;07/08/2016;16;0,572;R;
ES0022000006459512WH;07/08/2016;17;0,188;R;
ES0022000006459512WH;07/08/2016;18;0,18;R;
ES0022000006459512WH;07/08/2016;19;0,174;R;
ES0022000006459512WH;07/08/2016;20;0,155;R;
ES0022000006459512WH;07/08/2016;21;0,155;R;
ES0022000006459512WH;07/08/2016;22;0,171;R;
ES0022000006459512WH;07/08/2016;23;0,168;R;
ES0022000006459512WH;07/08/2016;24;0,152;R;
ES0022000006459512WH;08/08/2016;1;0,151;R;
ES0022000006459512WH;08/08/2016;2;0,143;R;
ES0022000006459512WH;08/08/2016;3;0,101;R;
ES0022000006459512WH;08/08/2016;4;0,052;R;
ES0022000006459512WH;08/08/2016;5;0,025;R;
ES0022000006459512WH;08/08/2016;6;1,112;R;
ES0022000006459512WH;08/08/2016;7;0,528;R;
ES0022000006459512WH;08/08/2016;8;0,11;R;
ES0022000006459512WH;08/08/2016;9;0,12;R;
ES0022000006459512WH;08/08/2016;10;0,118;R;
ES0022000006459512WH;08/08/2016;11;0,116;R;
ES0022000006459512WH;08/08/2016;12;0,116;R;
ES0022000006459512WH;08/08/2016;13;0,116;R;
ES0022000006459512WH;08/08/2016;14;0,114;R;
ES0022000006459512WH;08/08/2016;15;0,116;R;
ES0022000006459512WH;08/08/2016;16;0,115;R;
ES0022000006459512WH;08/08/2016;17;0,115;R;
ES0022000006459512WH;08/08/2016;18;0,115;R;
ES0022000006459512WH;08/08/2016;19;0,115;R;
ES0022000006459512WH;08/08/2016;20;0,126;R;
ES0022000006459512WH;08/08/2016;21;0,658;R;
ES0022000006459512WH;08/08/2016;22;0,258;R;
ES0022000006459512WH;08/08/2016;23;0,205;R;
ES0022000006459512WH;08/08/2016;24;0,191;R;
ES0022000006459512WH;09/08/2016;1;0,174;R;
ES0022000006459512WH;09/08/2016;2;0,124;R;
ES0022000006459512WH;09/08/2016;3;0,1;R;
ES0022000006459512WH;09/08/2016;4;0,091;R;
ES0022000006459512WH;09/08/2016;5;0,091;R;
ES0022000006459512WH;09/08/2016;6;1,159;R;
ES0022000006459512WH;09/08/2016;7;0,375;R;
ES0022000006459512WH;09/08/2016;8;0,077;R;
ES0022000006459512WH;09/08/2016;9;0,033;R;
ES0022000006459512WH;09/08/2016;10;0,032;R;
ES0022000006459512WH;09/08/2016;11;0,1;R;
ES0022000006459512WH;09/08/2016;12;0,1;R;
ES0022000006459512WH;09/08/2016;13;0,098;R;
ES0022000006459512WH;09/08/2016;14;0,099;R;
ES0022000006459512WH;09/08/2016;15;0,099;R;
ES0022000006459512WH;09/08/2016;16;0,097;R;
ES0022000006459512WH;09/08/2016;17;0,153;R;
ES0022000006459512WH;09/08/2016;18;0,149;R;
ES0022000006459512WH;09/08/2016;19;0,251;R;
ES0022000006459512WH;09/08/2016;20;0,185;R;
ES0022000006459512WH;09/08/2016;21;0,151;R;
ES0022000006459512WH;09/08/2016;22;0,166;R;
ES0022000006459512WH;09/08/2016;23;0,085;R;
ES0022000006459512WH;09/08/2016;24;0,094;R;
ES0022000006459512WH;10/08/2016;1;0,073;R;
ES0022000006459512WH;10/08/2016;2;0,087;R;
ES0022000006459512WH;10/08/2016;3;0,099;R;
ES0022000006459512WH;10/08/2016;4;0,094;R;
ES0022000006459512WH;10/08/2016;5;0,093;R;
ES0022000006459512WH;10/08/2016;6;0,932;R;
ES0022000006459512WH;10/08/2016;7;0,103;R;
ES0022000006459512WH;10/08/2016;8;0,093;R;
ES0022000006459512WH;10/08/2016;9;0,056;R;
ES0022000006459512WH;10/08/2016;10;0,035;R;
ES0022000006459512WH;10/08/2016;11;0,108;R;
ES0022000006459512WH;10/08/2016;12;0,1;R;
ES0022000006459512WH;10/08/2016;13;0,098;R;
ES0022000006459512WH;10/08/2016;14;0,096;R;
ES0022000006459512WH;10/08/2016;15;0,096;R;
ES0022000006459512WH;10/08/2016;16;0,095;R;
ES0022000006459512WH;10/08/2016;17;0,095;R;
ES0022000006459512WH;10/08/2016;18;0,094;R;
ES0022000006459512WH;10/08/2016;19;0,077;R;
ES0022000006459512WH;10/08/2016;20;0,084;R;
ES0022000006459512WH;10/08/2016;21;0,092;R;
ES0022000006459512WH;10/08/2016;22;0,166;R;
ES0022000006459512WH;10/08/2016;23;0,188;R;
ES0022000006459512WH;10/08/2016;24;0,187;R;
ES0022000006459512WH;11/08/2016;1;0,106;R;
ES0022000006459512WH;11/08/2016;2;0,091;R;
ES0022000006459512WH;11/08/2016;3;0,091;R;
ES0022000006459512WH;11/08/2016;4;0,084;R;
ES0022000006459512WH;11/08/2016;5;0,025;R;
ES0022000006459512WH;11/08/2016;6;0,975;R;
ES0022000006459512WH;11/08/2016;7;0,048;R;
ES0022000006459512WH;11/08/2016;8;0,165;R;
ES0022000006459512WH;11/08/2016;9;0,108;R;
ES0022000006459512WH;11/08/2016;10;0,101;R;
ES0022000006459512WH;11/08/2016;11;0,1;R;
ES0022000006459512WH;11/08/2016;12;0,1;R;
ES0022000006459512WH;11/08/2016;13;0,1;R;
ES0022000006459512WH;11/08/2016;14;0,098;R;
ES0022000006459512WH;11/08/2016;15;0,099;R;
ES0022000006459512WH;11/08/2016;16;0,098;R;
ES0022000006459512WH;11/08/2016;17;0,053;R;
ES0022000006459512WH;11/08/2016;18;0,034;R;
ES0022000006459512WH;11/08/2016;19;0,034;R;
ES0022000006459512WH;11/08/2016;20;0,105;R;
ES0022000006459512WH;11/08/2016;21;0,181;R;
ES0022000006459512WH;11/08/2016;22;0,128;R;
ES0022000006459512WH;11/08/2016;23;0,173;R;
ES0022000006459512WH;11/08/2016;24;0,198;R;
ES0022000006459512WH;12/08/2016;1;0,184;R;
ES0022000006459512WH;12/08/2016;2;0,095;R;
ES0022000006459512WH;12/08/2016;3;0,028;R;
ES0022000006459512WH;12/08/2016;4;0,028;R;
ES0022000006459512WH;12/08/2016;5;0,036;R;
ES0022000006459512WH;12/08/2016;6;1,155;R;
ES0022000006459512WH;12/08/2016;7;0,376;R;
ES0022000006459512WH;12/08/2016;8;0,095;R;
ES0022000006459512WH;12/08/2016;9;0,098;R;
ES0022000006459512WH;12/08/2016;10;0,097;R;
ES0022000006459512WH;12/08/2016;11;0,096;R;
ES0022000006459512WH;12/08/2016;12;0,057;R;
ES0022000006459512WH;12/08/2016;13;0,033;R;
ES0022000006459512WH;12/08/2016;14;0,033;R;
ES0022000006459512WH;12/08/2016;15;0,217;R;
ES0022000006459512WH;12/08/2016;16;0,158;R;
ES0022000006459512WH;12/08/2016;17;0,154;R;
ES0022000006459512WH;12/08/2016;18;0,154;R;
ES0022000006459512WH;12/08/2016;19;0,15;R;
ES0022000006459512WH;12/08/2016;20;0,145;R;
ES0022000006459512WH;12/08/2016;21;0,149;R;
ES0022000006459512WH;12/08/2016;22;0,124;R;
ES0022000006459512WH;12/08/2016;23;0,1;R;
ES0022000006459512WH;12/08/2016;24;0,1;R;
ES0022000006459512WH;13/08/2016;1;0,1;R;
ES0022000006459512WH;13/08/2016;2;0,154;R;
ES0022000006459512WH;13/08/2016;3;0,103;R;
ES0022000006459512WH;13/08/2016;4;0,093;R;
ES0022000006459512WH;13/08/2016;5;0,091;R;
ES0022000006459512WH;13/08/2016;6;1,121;R;
ES0022000006459512WH;13/08/2016;7;0,459;R;
ES0022000006459512WH;13/08/2016;8;0,035;R;
ES0022000006459512WH;13/08/2016;9;0,102;R;
ES0022000006459512WH;13/08/2016;10;0,096;R;
ES0022000006459512WH;13/08/2016;11;0,207;R;
ES0022000006459512WH;13/08/2016;12;0,155;R;
ES0022000006459512WH;13/08/2016;13;0,155;R;
ES0022000006459512WH;13/08/2016;14;0,264;R;
ES0022000006459512WH;13/08/2016;15;0,326;R;
ES0022000006459512WH;13/08/2016;16;0,107;R;
ES0022000006459512WH;13/08/2016;17;0,086;R;
ES0022000006459512WH;13/08/2016;18;0,091;R;
ES0022000006459512WH;13/08/2016;19;0,129;R;
ES0022000006459512WH;13/08/2016;20;0,099;R;
ES0022000006459512WH;13/08/2016;21;0,094;R;
ES0022000006459512WH;13/08/2016;22;0,094;R;
ES0022000006459512WH;13/08/2016;23;0,094;R;
ES0022000006459512WH;13/08/2016;24;0,093;R;
ES0022000006459512WH;14/08/2016;1;0,092;R;
ES0022000006459512WH;14/08/2016;2;0,05;R;
ES0022000006459512WH;14/08/2016;3;0,029;R;
ES0022000006459512WH;14/08/2016;4;0,021;R;
ES0022000006459512WH;14/08/2016;5;0,076;R;
ES0022000006459512WH;14/08/2016;6;0,09;R;
ES0022000006459512WH;14/08/2016;7;0,087;R;
ES0022000006459512WH;14/08/2016;8;0,092;R;
ES0022000006459512WH;14/08/2016;9;0,085;R;
ES0022000006459512WH;14/08/2016;10;0,084;R;
ES0022000006459512WH;14/08/2016;11;0,051;R;
ES0022000006459512WH;14/08/2016;12;0,029;R;
ES0022000006459512WH;14/08/2016;13;0,029;R;
ES0022000006459512WH;14/08/2016;14;0,083;R;
ES0022000006459512WH;14/08/2016;15;0,098;R;
ES0022000006459512WH;14/08/2016;16;0,096;R;
ES0022000006459512WH;14/08/2016;17;0,094;R;
ES0022000006459512WH;14/08/2016;18;0,093;R;
ES0022000006459512WH;14/08/2016;19;0,093;R;
ES0022000006459512WH;14/08/2016;20;0,093;R;
ES0022000006459512WH;14/08/2016;21;0,046;R;
ES0022000006459512WH;14/08/2016;22;0,03;R;
ES0022000006459512WH;14/08/2016;23;0,029;R;
ES0022000006459512WH;14/08/2016;24;0,081;R;
ES0022000006459512WH;15/08/2016;1;0,099;R;
ES0022000006459512WH;15/08/2016;2;0,088;R;
ES0022000006459512WH;15/08/2016;3;0,086;R;
ES0022000006459512WH;15/08/2016;4;0,085;R;
ES0022000006459512WH;15/08/2016;5;0,085;R;
ES0022000006459512WH;15/08/2016;6;0,084;R;
ES0022000006459512WH;15/08/2016;7;0,025;R;
ES0022000006459512WH;15/08/2016;8;0,026;R;
ES0022000006459512WH;15/08/2016;9;0,03;R;
ES0022000006459512WH;15/08/2016;10;0,099;R;
ES0022000006459512WH;15/08/2016;11;0,097;R;
ES0022000006459512WH;15/08/2016;12;0,096;R;
ES0022000006459512WH;15/08/2016;13;0,094;R;
ES0022000006459512WH;15/08/2016;14;0,093;R;
ES0022000006459512WH;15/08/2016;15;0,093;R;
ES0022000006459512WH;15/08/2016;16;0,092;R;
ES0022000006459512WH;15/08/2016;17;0,042;R;
ES0022000006459512WH;15/08/2016;18;0,029;R;
ES0022000006459512WH;15/08/2016;19;0,029;R;
ES0022000006459512WH;15/08/2016;20;0,083;R;
ES0022000006459512WH;15/08/2016;21;0,099;R;
ES0022000006459512WH;15/08/2016;22;0,096;R;
ES0022000006459512WH;15/08/2016;23;0,094;R;
ES0022000006459512WH;15/08/2016;24;0,093;R;
ES0022000006459512WH;16/08/2016;1;0,093;R;
ES0022000006459512WH;16/08/2016;2;0,086;R;
ES0022000006459512WH;16/08/2016;3;0,073;R;
ES0022000006459512WH;16/08/2016;4;0,022;R;
ES0022000006459512WH;16/08/2016;5;0,021;R;
ES0022000006459512WH;16/08/2016;6;0,026;R;
ES0022000006459512WH;16/08/2016;7;0,098;R;
ES0022000006459512WH;16/08/2016;8;0,089;R;
ES0022000006459512WH;16/08/2016;9;0,101;R;
ES0022000006459512WH;16/08/2016;10;0,093;R;
ES0022000006459512WH;16/08/2016;11;0,094;R;
ES0022000006459512WH;16/08/2016;12;0,092;R;
ES0022000006459512WH;16/08/2016;13;0,093;R;
ES0022000006459512WH;16/08/2016;14;0,091;R;
ES0022000006459512WH;16/08/2016;15;0,091;R;
ES0022000006459512WH;16/08/2016;16;0,039;R;
ES0022000006459512WH;16/08/2016;17;0,029;R;
ES0022000006459512WH;16/08/2016;18;0,029;R;
ES0022000006459512WH;16/08/2016;19;0,084;R;
ES0022000006459512WH;16/08/2016;20;0,1;R;
ES0022000006459512WH;16/08/2016;21;0,095;R;
ES0022000006459512WH;16/08/2016;22;0,094;R;
ES0022000006459512WH;16/08/2016;23;0,093;R;
ES0022000006459512WH;16/08/2016;24;0,093;R;
ES0022000006459512WH;17/08/2016;1;0,092;R;
ES0022000006459512WH;17/08/2016;2;0,085;R;
ES0022000006459512WH;17/08/2016;3;0,04;R;
ES0022000006459512WH;17/08/2016;4;0,021;R;
ES0022000006459512WH;17/08/2016;5;0,022;R;
ES0022000006459512WH;17/08/2016;6;0,068;R;
ES0022000006459512WH;17/08/2016;7;0,091;R;
ES0022000006459512WH;17/08/2016;8;0,088;R;
ES0022000006459512WH;17/08/2016;9;0,095;R;
ES0022000006459512WH;17/08/2016;10;0,094;R;
ES0022000006459512WH;17/08/2016;11;0,093;R;
ES0022000006459512WH;17/08/2016;12;0,093;R;
ES0022000006459512WH;17/08/2016;13;0,092;R;
ES0022000006459512WH;17/08/2016;14;0,095;R;
ES0022000006459512WH;17/08/2016;15;0,049;R;
ES0022000006459512WH;17/08/2016;16;0,029;R;
ES0022000006459512WH;17/08/2016;17;0,029;R;
ES0022000006459512WH;17/08/2016;18;0,083;R;
ES0022000006459512WH;17/08/2016;19;0,098;R;
ES0022000006459512WH;17/08/2016;20;0,095;R;
